given,family,sequence,affiliation,DOI
Raquel L.,Lasada,additional,,10.12688/openreseurope.13700.1
Yolanda A.,Bueno,additional,,10.12688/openreseurope.13700.1
Diana,Druschke,additional,,10.12688/openreseurope.13700.1
Berit,Ziebuhr,additional,,10.12688/openreseurope.13700.1
Michele,Zanasi,additional,,10.12688/openreseurope.13700.1
Aldo,Valencia,first,,10.12688/openreseurope.14148.1
Alison,Pearce,additional,,10.12688/openreseurope.14148.1
Martin,Ryan,additional,,10.12688/openreseurope.14148.1
Charilaos,Papaevangelou,first,,10.12688/openreseurope.13358.1
Rasim,Unan,first,,10.12688/openreseurope.13317.2
Ilyas,Deligoz,additional,,10.12688/openreseurope.13317.2
Kassim,Al-Khatib,additional,,10.12688/openreseurope.13317.2
Husrev,Mennan,additional,,10.12688/openreseurope.13317.2
Raphaël,Aussenac,first,,10.12688/openreseurope.13671.2
Thomas,Pérot,additional,,10.12688/openreseurope.13671.2
Mathieu,Fortin,additional,,10.12688/openreseurope.13671.2
Francois,de Coligny,additional,,10.12688/openreseurope.13671.2
Jean-Matthieu,Monnet,additional,,10.12688/openreseurope.13671.2
Patrick,Vallet,additional,,10.12688/openreseurope.13671.2
Marco,Buechele,first,,10.12688/openreseurope.14198.1
Helene,Lutz,additional,,10.12688/openreseurope.14198.1
Florian,Knaus,additional,,10.12688/openreseurope.14198.1
Alexander,Reichhold,additional,,10.12688/openreseurope.14198.1
Robbie,Venderbosch,additional,,10.12688/openreseurope.14198.1
Wolfgang,Vollnhofer,additional,,10.12688/openreseurope.14198.1
Otto,Kässi,first,,10.12688/openreseurope.13639.4
Vili,Lehdonvirta,additional,,10.12688/openreseurope.13639.4
Fabian,Stephany,additional,,10.12688/openreseurope.13639.4
Filippo,Brandolini,first,,10.12688/openreseurope.13135.2
Guillem,Domingo-Ribas,additional,,10.12688/openreseurope.13135.2
Andrea,Zerboni,additional,,10.12688/openreseurope.13135.2
Sam,Turner,additional,,10.12688/openreseurope.13135.2
Oskar,Ronan,first,,10.12688/openreseurope.14378.1
Clive,Downing,additional,,10.12688/openreseurope.14378.1
Valeria,Nicolosi,additional,,10.12688/openreseurope.14378.1
Nikolaos,Efthymiopoulos,first,,10.12688/openreseurope.14109.1
Prodromos,Makris,additional,,10.12688/openreseurope.14109.1
Georgios,Tsaousoglou,additional,,10.12688/openreseurope.14109.1
Konstantinos,Steriotis,additional,,10.12688/openreseurope.14109.1
Dimitrios J.,Vergados,additional,,10.12688/openreseurope.14109.1
Alireza,Khaksari,additional,,10.12688/openreseurope.14109.1
Lars,Herre,additional,,10.12688/openreseurope.14109.1
Victor,Lacort,additional,,10.12688/openreseurope.14109.1
German,Martinez,additional,,10.12688/openreseurope.14109.1
Elena Leal,Lorente,additional,,10.12688/openreseurope.14109.1
Robert,Gehrcke,additional,,10.12688/openreseurope.14109.1
Matin,Bagherpour,additional,,10.12688/openreseurope.14109.1
Gesa,Milzer,additional,,10.12688/openreseurope.14109.1
Bryan,Pellerin,additional,,10.12688/openreseurope.14109.1
Farhan,Farrukh,additional,,10.12688/openreseurope.14109.1
Malte,Thoma,additional,,10.12688/openreseurope.14109.1
Tonci,Tadin,additional,,10.12688/openreseurope.14109.1
Maria-Iro,Baka,additional,,10.12688/openreseurope.14109.1
Christina,Papadimitriou,additional,,10.12688/openreseurope.14109.1
Andreas,Kyprianou,additional,,10.12688/openreseurope.14109.1
George E.,Georghiou,additional,,10.12688/openreseurope.14109.1
Hrvoje,Pandzic,additional,,10.12688/openreseurope.14109.1
Domagoj,Badanjak,additional,,10.12688/openreseurope.14109.1
Spyros,Chatzivasileiadis,additional,,10.12688/openreseurope.14109.1
Eléa,Prat,additional,,10.12688/openreseurope.14109.1
Mihai,Calin,additional,,10.12688/openreseurope.14109.1
Tara,Esterl,additional,,10.12688/openreseurope.14109.1
Filip,Pröstl Andrén,additional,,10.12688/openreseurope.14109.1
Emmanouel,Varvarigos,additional,,10.12688/openreseurope.14109.1
Lorena C.,Bianchet,first,,10.12688/openreseurope.13972.1
Natalia,Alves,additional,,10.12688/openreseurope.13972.1
Laura,Zarraoa,additional,,10.12688/openreseurope.13972.1
Natalia,Bruno,additional,,10.12688/openreseurope.13972.1
Morgan W.,Mitchell,additional,,10.12688/openreseurope.13972.1
Lorena C.,Bianchet,first,,10.12688/openreseurope.13972.2
Natalia,Alves,additional,,10.12688/openreseurope.13972.2
Laura,Zarraoa,additional,,10.12688/openreseurope.13972.2
Natalia,Bruno,additional,,10.12688/openreseurope.13972.2
Morgan W.,Mitchell,additional,,10.12688/openreseurope.13972.2
Denise,Amram,first,,10.12688/openreseurope.14524.1
Arianna,Cignoni,additional,,10.12688/openreseurope.14524.1
Tommaso,Banfi,additional,,10.12688/openreseurope.14524.1
Gastone,Ciuti,additional,,10.12688/openreseurope.14524.1
Alicia,Gómez Sánchez,first,,10.12688/openreseurope.13923.2
Yolanda,Álvarez,additional,,10.12688/openreseurope.13923.2
Basilio,Colligris,additional,,10.12688/openreseurope.13923.2
Breandán N.,Kennedy,additional,,10.12688/openreseurope.13923.2
Jae Wook,Chung,first,,10.12688/openreseurope.14306.1
Gabriel,Gerner,additional,,10.12688/openreseurope.14306.1
Ekaterina,Ovsyannikova,additional,,10.12688/openreseurope.14306.1
Alexander,Treichler,additional,,10.12688/openreseurope.14306.1
Urs,Baier,additional,,10.12688/openreseurope.14306.1
Judy,Libra,additional,,10.12688/openreseurope.14306.1
Rolf,Krebs,additional,,10.12688/openreseurope.14306.1
Armelle,Prunier,first,,10.12688/openreseurope.14367.1
Maud,Pauwels,additional,,10.12688/openreseurope.14367.1
Mily,Leblanc-Maridor,additional,,10.12688/openreseurope.14367.1
Laetitia,Jaillardon,additional,,10.12688/openreseurope.14367.1
Catherine,Belloc,additional,,10.12688/openreseurope.14367.1
Elodie,Merlot,additional,,10.12688/openreseurope.14367.1
Jacob,Madsen,first,,10.12688/openreseurope.13015.1
Toma,Susi,additional,,10.12688/openreseurope.13015.1
Monika,Salzbrunn,first,,10.12688/openreseurope.13634.1
Camilla,Bertolini,first,,10.12688/openreseurope.14074.1
Roberto,Pastres,additional,,10.12688/openreseurope.14074.1
Eric A.,Jensen,first,,10.12688/openreseurope.14325.1
Lars,Lorenz,additional,,10.12688/openreseurope.14325.1
Christopher A.,Emerling,first,,10.12688/openreseurope.13795.2
Mark S.,Springer,additional,,10.12688/openreseurope.13795.2
John,Gatesy,additional,,10.12688/openreseurope.13795.2
Zachary,Jones,additional,,10.12688/openreseurope.13795.2
Deana,Hamilton,additional,,10.12688/openreseurope.13795.2
David,Xia-Zhu,additional,,10.12688/openreseurope.13795.2
Matt,Collin,additional,,10.12688/openreseurope.13795.2
Frédéric,Delsuc,additional,,10.12688/openreseurope.13795.2
Muhammad,Eusha,first,,10.12688/openreseurope.14361.1
Wolfgang,Schulz,additional,,10.12688/openreseurope.14361.1
Günter,Schumacher,additional,,10.12688/openreseurope.14361.1
Faraz Rasheed,Mir,additional,,10.12688/openreseurope.14361.1
Gerhard,Schories,additional,,10.12688/openreseurope.14361.1
Martin,Coath,first,,10.12688/openreseurope.14033.1
Ilona,Mettiäinen,additional,,10.12688/openreseurope.14033.1
Roxana,Contreras,additional,,10.12688/openreseurope.14033.1
Jusu,Toivonen,additional,,10.12688/openreseurope.14033.1
John,Moore,additional,,10.12688/openreseurope.14033.1
Theresia,Perger,first,,10.12688/openreseurope.14332.1
Hans,Auer,additional,,10.12688/openreseurope.14332.1
Chiara,Giubbi,first,,10.12688/openreseurope.14344.1
Marianna,Martinelli,additional,,10.12688/openreseurope.14344.1
Ivan,Vallini,additional,,10.12688/openreseurope.14344.1
Silvia,Paganoni,additional,,10.12688/openreseurope.14344.1
Tarig,Dafa'alla,additional,,10.12688/openreseurope.14344.1
Federica,Perdoni,additional,,10.12688/openreseurope.14344.1
Rosario,Musumeci,additional,,10.12688/openreseurope.14344.1
Winnie,Wu,additional,,10.12688/openreseurope.14344.1
Santina,Castriciano,additional,,10.12688/openreseurope.14344.1
Paolo,Romano,additional,,10.12688/openreseurope.14344.1
Clementina E.,Cocuzza,additional,,10.12688/openreseurope.14344.1
Matthias,Pletzer,first,,10.12688/openreseurope.13723.1
Felix,Plasser,additional,,10.12688/openreseurope.13723.1
Martina,Rimmele,additional,,10.12688/openreseurope.13723.1
Martin,Heeney,additional,,10.12688/openreseurope.13723.1
Florian,Glöcklhofer,additional,,10.12688/openreseurope.13723.1
Sakdirat,Kaewunruen,first,,10.12688/openreseurope.13806.1
Jessada,Sresakoolchai,additional,,10.12688/openreseurope.13806.1
Yi-hsuan,Lin,additional,,10.12688/openreseurope.13806.1
Chrysanthi,Akrivou,first,,10.12688/openreseurope.13893.1
Lucyna,Łȩkawska-Andrinopoulou,additional,,10.12688/openreseurope.13893.1
Georgios,Tsimiklis,additional,,10.12688/openreseurope.13893.1
Angelos,Amditis,additional,,10.12688/openreseurope.13893.1
Anna,Bychek,first,,10.12688/openreseurope.13781.1
Christoph,Hotter,additional,,10.12688/openreseurope.13781.1
David,Plankensteiner,additional,,10.12688/openreseurope.13781.1
Helmut,Ritsch,additional,,10.12688/openreseurope.13781.1
Anais,Resseguier,first,,10.12688/openreseurope.13260.1
Rowena,Rodrigues,additional,,10.12688/openreseurope.13260.1
Peter Jan,Vonk,first,,10.12688/openreseurope.14262.1
Robin A.,Ohm,additional,,10.12688/openreseurope.14262.1
Chiara,Mannoni,first,,10.12688/openreseurope.13539.1
Sebastian,Lifka,first,,10.12688/openreseurope.13087.3
Ivan,Ponomarev,additional,,10.12688/openreseurope.13087.3
Agnes,Weth,additional,,10.12688/openreseurope.13087.3
David,Baumgartner,additional,,10.12688/openreseurope.13087.3
Bernd,Lamprecht,additional,,10.12688/openreseurope.13087.3
Werner,Baumgartner,additional,,10.12688/openreseurope.13087.3
Jennifer N.W.,Lim,first,,10.12688/openreseurope.13700.3
Kristina,Niedderer,additional,,10.12688/openreseurope.13700.3
Isabelle,Tournier,additional,,10.12688/openreseurope.13700.3
Rosa,Almeida,additional,,10.12688/openreseurope.13700.3
Dew,Harrison,additional,,10.12688/openreseurope.13700.3
Vjera,Holthoff-Detto,additional,,10.12688/openreseurope.13700.3
Geke,Ludden,additional,,10.12688/openreseurope.13700.3
Thomas,van Rompay,additional,,10.12688/openreseurope.13700.3
Mascha,van der Voort,additional,,10.12688/openreseurope.13700.3
Aleksandra,Galansinska,additional,,10.12688/openreseurope.13700.3
Tina,Smith,additional,,10.12688/openreseurope.13700.3
Raquel L.,Lasada,additional,,10.12688/openreseurope.13700.3
Yolanda A.,Bueno,additional,,10.12688/openreseurope.13700.3
Diana,Druschke,additional,,10.12688/openreseurope.13700.3
Berit,Ziebuhr,additional,,10.12688/openreseurope.13700.3
Michele,Zanasi,additional,,10.12688/openreseurope.13700.3
Thijs,Devriendt,first,,10.12688/openreseurope.13860.2
Clemens,Ammann,additional,,10.12688/openreseurope.13860.2
Folkert,W. Asselbergs,additional,,10.12688/openreseurope.13860.2
Alexander,Bernier,additional,,10.12688/openreseurope.13860.2
Rodrigo,Costas,additional,,10.12688/openreseurope.13860.2
Matthias G.,Friedrich,additional,,10.12688/openreseurope.13860.2
Josep L.,Gelpi,additional,,10.12688/openreseurope.13860.2
Marjo-Riitta,Jarvelin,additional,,10.12688/openreseurope.13860.2
Kari,Kuulasmaa,additional,,10.12688/openreseurope.13860.2
Karim,Lekadir,additional,,10.12688/openreseurope.13860.2
Michaela Th.,Mayrhofer,additional,,10.12688/openreseurope.13860.2
Vaclav,Papez,additional,,10.12688/openreseurope.13860.2
Gerard,Pasterkamp,additional,,10.12688/openreseurope.13860.2
Steffen E.,Petersen,additional,,10.12688/openreseurope.13860.2
Carsten Oliver,Schmidt,additional,,10.12688/openreseurope.13860.2
Jeanette,Schulz-Menger,additional,,10.12688/openreseurope.13860.2
Stefan,Söderberg,additional,,10.12688/openreseurope.13860.2
Mahsa,Shabani,additional,,10.12688/openreseurope.13860.2
Giovanni,Veronesi,additional,,10.12688/openreseurope.13860.2
Darian Steven,Viezzer,additional,,10.12688/openreseurope.13860.2
Pascal,Borry,additional,,10.12688/openreseurope.13860.2
Monia,Chouari,first,,10.12688/openreseurope.13217.2
Moncef,Ghiss,additional,,10.12688/openreseurope.13217.2
Anastasia,Zabaniotou,additional,,10.12688/openreseurope.13217.2
Antonios,Makris,first,,10.12688/openreseurope.14505.1
Konstantinos,Tserpes,additional,,10.12688/openreseurope.14505.1
Theodora,Varvarigou,additional,,10.12688/openreseurope.14505.1
Enkeleint A.,Mechili,first,,10.12688/openreseurope.13405.1
Krzysztof,Przewoźniak,additional,,10.12688/openreseurope.13405.1
Pete,Driezen,additional,,10.12688/openreseurope.13405.1
Christina N,Kyriakos,additional,,10.12688/openreseurope.13405.1
Charis,Girvalaki,additional,,10.12688/openreseurope.13405.1
Ute,Mons,additional,,10.12688/openreseurope.13405.1
Anne CK,Quah,additional,,10.12688/openreseurope.13405.1
Esteve,Fernández,additional,,10.12688/openreseurope.13405.1
Antigona C,Trofor,additional,,10.12688/openreseurope.13405.1
Tibor,Demjén,additional,,10.12688/openreseurope.13405.1
Paraskevi A,Katsaounou,additional,,10.12688/openreseurope.13405.1
Witold,Zatoński,additional,,10.12688/openreseurope.13405.1
Geoffrey T,Fong,additional,,10.12688/openreseurope.13405.1
Constantine I,Vardavas,additional,,10.12688/openreseurope.13405.1
Lucas,Fidon,first,,10.12688/openreseurope.13914.1
Elizabeth,Viola,additional,,10.12688/openreseurope.13914.1
Nada,Mufti,additional,,10.12688/openreseurope.13914.1
Anna L.,David,additional,,10.12688/openreseurope.13914.1
Andrew,Melbourne,additional,,10.12688/openreseurope.13914.1
Philippe,Demaerel,additional,,10.12688/openreseurope.13914.1
Sébastien,Ourselin,additional,,10.12688/openreseurope.13914.1
Tom,Vercauteren,additional,,10.12688/openreseurope.13914.1
Jan,Deprest,additional,,10.12688/openreseurope.13914.1
Michael,Aertsen,additional,,10.12688/openreseurope.13914.1
Raquel,Mencia Torrico,first,,10.12688/openreseurope.13555.1
María del Mar,Micó Reche,additional,,10.12688/openreseurope.13555.1
Alberto,Cruz Alcalde,additional,,10.12688/openreseurope.13555.1
Rossmary Violette,Romero Olarte,additional,,10.12688/openreseurope.13555.1
Henry,Antezana Fernández,additional,,10.12688/openreseurope.13555.1
María Mercedes,Álvarez Caero,additional,,10.12688/openreseurope.13555.1
Carmen,Sans Mazón,additional,,10.12688/openreseurope.13555.1
GARAZI,CARRANZA,first,,10.12688/openreseurope.13933.1
Oihane,De la Rua,additional,,10.12688/openreseurope.13933.1
Begoña,Sanchez,additional,,10.12688/openreseurope.13933.1
Elisa,Bandini,first,,10.12688/openreseurope.13186.2
Alba,Motes-Rodrigo,additional,,10.12688/openreseurope.13186.2
William,Archer,additional,,10.12688/openreseurope.13186.2
Tanya,Minchin,additional,,10.12688/openreseurope.13186.2
Helene,Axelsen,additional,,10.12688/openreseurope.13186.2
Raquel Adriana,Hernandez-Aguilar,additional,,10.12688/openreseurope.13186.2
Shannon P.,McPherron,additional,,10.12688/openreseurope.13186.2
Claudio,Tennie,additional,,10.12688/openreseurope.13186.2
Arturo,Luque,first,,10.12688/openreseurope.13990.2
Jokin,Hidalgo,first,,10.12688/openreseurope.13833.1
María,Tripiana,additional,,10.12688/openreseurope.13833.1
Laura,Sanchez-Cupido,additional,,10.12688/openreseurope.13833.1
Manuel,Barragán,additional,,10.12688/openreseurope.13833.1
María,González-Moya,additional,,10.12688/openreseurope.13833.1
Amal,Siriwardana,additional,,10.12688/openreseurope.13833.1
Paul,Cairney,first,,10.12688/openreseurope.13178.2
Emily,St Denny,additional,,10.12688/openreseurope.13178.2
Heather,Mitchell,additional,,10.12688/openreseurope.13178.2
Michaela,Zwyer,first,,10.12688/openreseurope.14029.2
Cengiz,Çavusoglu,additional,,10.12688/openreseurope.14029.2
Giovanni,Ghielmetti,additional,,10.12688/openreseurope.14029.2
Maria Lodovica,Pacciarini,additional,,10.12688/openreseurope.14029.2
Erika,Scaltriti,additional,,10.12688/openreseurope.14029.2
Dick,Van Soolingen,additional,,10.12688/openreseurope.14029.2
Anna,Dötsch,additional,,10.12688/openreseurope.14029.2
Miriam,Reinhard,additional,,10.12688/openreseurope.14029.2
Sebastien,Gagneux,additional,,10.12688/openreseurope.14029.2
Daniela,Brites,additional,,10.12688/openreseurope.14029.2
Hannah,van Alebeek,first,,10.12688/openreseurope.13241.1
Sercan,Kahveci,additional,,10.12688/openreseurope.13241.1
Jens,Blechert,additional,,10.12688/openreseurope.13241.1
Paul J.A.,Borm,first,,10.12688/openreseurope.13264.1
Julian,Kiverstein,first,,10.12688/openreseurope.13411.2
Erik,Rietveld,additional,,10.12688/openreseurope.13411.2
Anastasia,Zabaniotou,first,,10.12688/openreseurope.13340.2
Paul,Cairney,first,,10.12688/openreseurope.13834.1
Sean,Kippin,additional,,10.12688/openreseurope.13834.1
Mobyen Uddin,Ahmed,first,,10.12688/openreseurope.13592.2
Mir Riyanul,Islam,additional,,10.12688/openreseurope.13592.2
Shaibal,Barua,additional,,10.12688/openreseurope.13592.2
Bertil,Hök,additional,,10.12688/openreseurope.13592.2
Emma,Jonforsen,additional,,10.12688/openreseurope.13592.2
Shahina,Begum,additional,,10.12688/openreseurope.13592.2
Ioannis,TARNANAS,first,,10.12688/openreseurope.14216.2
Panagiotis,Vlamos,additional,,10.12688/openreseurope.14216.2
Dr Robbert,Harms,additional,,10.12688/openreseurope.14216.2
,,additional,,10.12688/openreseurope.14216.2
Sebastian,Sterl,first,,10.12688/openreseurope.13392.1
Albertine,Devillers,additional,,10.12688/openreseurope.13392.1
Celray James,Chawanda,additional,,10.12688/openreseurope.13392.1
Ann,van Griensven,additional,,10.12688/openreseurope.13392.1
Wim,Thiery,additional,,10.12688/openreseurope.13392.1
Daniel,Russo,additional,,10.12688/openreseurope.13392.1
Konstantinos C.,Apostolakis,first,,10.12688/openreseurope.13715.1
Nikolaos,Dimitriou,additional,,10.12688/openreseurope.13715.1
George,Margetis,additional,,10.12688/openreseurope.13715.1
Stavroula,Ntoa,additional,,10.12688/openreseurope.13715.1
Dimitrios,Tzovaras,additional,,10.12688/openreseurope.13715.1
Constantine,Stephanidis,additional,,10.12688/openreseurope.13715.1
Neil,Howard,first,,10.12688/openreseurope.14258.1
Thomas,Batz,first,,10.12688/openreseurope.13079.1
Reinhard,Herzog,additional,,10.12688/openreseurope.13079.1
Jon,Summers,additional,,10.12688/openreseurope.13079.1
Kym,Watson,additional,,10.12688/openreseurope.13079.1
Victoria,RAMOS,first,,10.12688/openreseurope.14280.1
Iris,de San Pedro,additional,,10.12688/openreseurope.14280.1
Elvira,Casado,additional,,10.12688/openreseurope.14280.1
Esmeralda,Santacruz,additional,,10.12688/openreseurope.14280.1
Coral,Hernández,additional,,10.12688/openreseurope.14280.1
Jose A.,Alcoceda,additional,,10.12688/openreseurope.14280.1
M.Jose,de Tena-Davila,additional,,10.12688/openreseurope.14280.1
Alfredo,Burgos,additional,,10.12688/openreseurope.14280.1
Santiago,Perez de la Camara,additional,,10.12688/openreseurope.14280.1
Pablo,Marina-Boillos,additional,,10.12688/openreseurope.14280.1
Mario,Pascual,additional,,10.12688/openreseurope.14280.1
,,additional,,10.12688/openreseurope.14280.1
Dina,Chhorn,first,,10.12688/openreseurope.13588.1
Stella,Villarmea,first,,10.12688/openreseurope.13333.1
Anna,Bychek,first,,10.12688/openreseurope.13781.2
Christoph,Hotter,additional,,10.12688/openreseurope.13781.2
David,Plankensteiner,additional,,10.12688/openreseurope.13781.2
Helmut,Ritsch,additional,,10.12688/openreseurope.13781.2
Brian,Pickering,first,,10.12688/openreseurope.13369.1
Timea,Biro,additional,,10.12688/openreseurope.13369.1
Claire C.,Austin,additional,,10.12688/openreseurope.13369.1
Alexander,Bernier,additional,,10.12688/openreseurope.13369.1
Louise,Bezuidenhout,additional,,10.12688/openreseurope.13369.1
Carlos,Casorrán,additional,,10.12688/openreseurope.13369.1
Francis P.,Crawley,additional,,10.12688/openreseurope.13369.1
Romain,David,additional,,10.12688/openreseurope.13369.1
Claudia,Engelhardt,additional,,10.12688/openreseurope.13369.1
Geta,Mitrea,additional,,10.12688/openreseurope.13369.1
Ingvill Constanze,Mochmann,additional,,10.12688/openreseurope.13369.1
Rajini,Nagrani,additional,,10.12688/openreseurope.13369.1
Mary,O'Brien-Uhlmansiek,additional,,10.12688/openreseurope.13369.1
Simon,Parker,additional,,10.12688/openreseurope.13369.1
Minglu,Wang,additional,,10.12688/openreseurope.13369.1
Leyla Jael,Castro,additional,,10.12688/openreseurope.13369.1
Zoe,Cournia,additional,,10.12688/openreseurope.13369.1
Kheeran,Dharmawardena,additional,,10.12688/openreseurope.13369.1
Gayo,Diallo,additional,,10.12688/openreseurope.13369.1
Ingrid,Dillo,additional,,10.12688/openreseurope.13369.1
Alejandra,Gonzalez-Beltran,additional,,10.12688/openreseurope.13369.1
Anupama,Gururaj,additional,,10.12688/openreseurope.13369.1
Sridhar,Gutam,additional,,10.12688/openreseurope.13369.1
Natalie,Harrower,additional,,10.12688/openreseurope.13369.1
Jitendra,Jonnagaddala,additional,,10.12688/openreseurope.13369.1
Katherine,McNeill,additional,,10.12688/openreseurope.13369.1
Daniel,Mietchen,additional,,10.12688/openreseurope.13369.1
Amy,Pienta,additional,,10.12688/openreseurope.13369.1
Panayiota,Polydoratou,additional,,10.12688/openreseurope.13369.1
Marcos Roberto,Tovani-Palone,additional,,10.12688/openreseurope.13369.1
Francois,Taute,first,,10.12688/openreseurope.13335.1
Antoni,Homs-Corbera,additional,,10.12688/openreseurope.13335.1
Pierre,Gaudriault,additional,,10.12688/openreseurope.13335.1
Natascia,Andrenacci,first,,10.12688/openreseurope.14354.1
Federico,Karagulian,additional,,10.12688/openreseurope.14354.1
Antonino,Genovese,additional,,10.12688/openreseurope.14354.1
Fabrice,Allain,first,,10.12688/openreseurope.13861.2
Julien,Roméjon,additional,,10.12688/openreseurope.13861.2
Philippe,La Rosa,additional,,10.12688/openreseurope.13861.2
Frédéric,Jarlier,additional,,10.12688/openreseurope.13861.2
Nicolas,Servant,additional,,10.12688/openreseurope.13861.2
Philippe,Hupé,additional,,10.12688/openreseurope.13861.2
Arnaud,Cazenave de la Roche,first,,10.12688/openreseurope.13942.1
Fabrizio,Ciacchella,additional,,10.12688/openreseurope.13942.1
Fabien,Langenegger,additional,,10.12688/openreseurope.13942.1
Max,Guérout,additional,,10.12688/openreseurope.13942.1
Marco,Milanese,additional,,10.12688/openreseurope.13942.1
Ana,Crespo Solana,additional,,10.12688/openreseurope.13942.1
Heena,Khanchandani,first,,10.12688/openreseurope.14176.2
Se-Ho,Kim,additional,,10.12688/openreseurope.14176.2
Rama Srinivas,Varanasi,additional,,10.12688/openreseurope.14176.2
TS,Prithiv,additional,,10.12688/openreseurope.14176.2
Leigh T.,Stephenson,additional,,10.12688/openreseurope.14176.2
Baptiste,Gault,additional,,10.12688/openreseurope.14176.2
Katie,Moylan,first,,10.12688/openreseurope.14020.1
Johann,Schütz,first,,10.12688/openreseurope.13313.1
Mathias,Uslar,additional,,10.12688/openreseurope.13313.1
Jürgen,Meister,additional,,10.12688/openreseurope.13313.1
Celia,Alvarez-Romero,first,,10.12688/openreseurope.14349.1
Alicia,Martínez-García,additional,,10.12688/openreseurope.14349.1
A. Anil,Sinaci,additional,,10.12688/openreseurope.14349.1
Mert,Gencturk,additional,,10.12688/openreseurope.14349.1
Eva,Méndez,additional,,10.12688/openreseurope.14349.1
Tony,Hernández-Pérez,additional,,10.12688/openreseurope.14349.1
Rosa,Liperoti,additional,,10.12688/openreseurope.14349.1
Carmen,Angioletti,additional,,10.12688/openreseurope.14349.1
Matthias,Löbe,additional,,10.12688/openreseurope.14349.1
Nagarajan,Ganapathy,additional,,10.12688/openreseurope.14349.1
Thomas M.,Deserno,additional,,10.12688/openreseurope.14349.1
Marta,Almada,additional,,10.12688/openreseurope.14349.1
Elisio,Costa,additional,,10.12688/openreseurope.14349.1
Catherine,Chronaki,additional,,10.12688/openreseurope.14349.1
Giorgio,Cangioli,additional,,10.12688/openreseurope.14349.1
Ronald,Cornet,additional,,10.12688/openreseurope.14349.1
Beatriz,Poblador-Plou,additional,,10.12688/openreseurope.14349.1
Jonás,Carmona-Pírez,additional,,10.12688/openreseurope.14349.1
Antonio,Gimeno-Miguel,additional,,10.12688/openreseurope.14349.1
Antonio,Poncel-Falcó,additional,,10.12688/openreseurope.14349.1
Alexandra,Prados-Torres,additional,,10.12688/openreseurope.14349.1
Tomi,Kovacevic,additional,,10.12688/openreseurope.14349.1
Bojan,Zaric,additional,,10.12688/openreseurope.14349.1
Darijo,Bokan,additional,,10.12688/openreseurope.14349.1
Sanja,Hromis,additional,,10.12688/openreseurope.14349.1
Jelena,Djekic Malbasa,additional,,10.12688/openreseurope.14349.1
Carlos,Rapallo Fernández,additional,,10.12688/openreseurope.14349.1
Teresa,Velázquez Fernández,additional,,10.12688/openreseurope.14349.1
Jessica,Rochat,additional,,10.12688/openreseurope.14349.1
Christophe,Gaudet-Blavignac,additional,,10.12688/openreseurope.14349.1
Christian,Lovis,additional,,10.12688/openreseurope.14349.1
Patrick,Weber,additional,,10.12688/openreseurope.14349.1
Miriam,Quintero,additional,,10.12688/openreseurope.14349.1
Manuel M.,Perez-Perez,additional,,10.12688/openreseurope.14349.1
Kevin,Ashley,additional,,10.12688/openreseurope.14349.1
Laurence,Horton,additional,,10.12688/openreseurope.14349.1
Carlos Luis,Parra Calderón,additional,,10.12688/openreseurope.14349.1
Paul J.A.,Borm,first,,10.12688/openreseurope.13264.2
