given,family,sequence,affiliation,DOI
Aznur Hajar,Abdullah,first,,10.12688/f1000research.73210.1
Tse Kian,Neo,additional,,10.12688/f1000research.73210.1
Jing Hong,Low,additional,,10.12688/f1000research.73210.1
Nigel,Robb,first,,10.12688/f1000research.42125.2
Sharmini,Gopinathan,first,,10.12688/f1000research.72860.3
Anisha Haveena,Kaur,additional,,10.12688/f1000research.72860.3
Kanesaraj,Ramasamy,additional,,10.12688/f1000research.72860.3
Murali,Raman,additional,,10.12688/f1000research.72860.3
Wanida,Neranon,first,,10.12688/f1000research.27773.1
Ladaporn,Thongsong,additional,,10.12688/f1000research.27773.1
Granger,Sutton,first,,10.12688/f1000research.51874.1
Gary B.,Fogel,additional,,10.12688/f1000research.51874.1
Bradley,Abramson,additional,,10.12688/f1000research.51874.1
Lauren,Brinkac,additional,,10.12688/f1000research.51874.1
Todd,Michael,additional,,10.12688/f1000research.51874.1
Enoch S.,Liu,additional,,10.12688/f1000research.51874.1
Sterling,Thomas,additional,,10.12688/f1000research.51874.1
Takashi,Otsuka,first,,10.12688/f1000research.55582.1
Ryo,Shirakawa,additional,,10.12688/f1000research.55582.1
Osamu,Hashimoto,additional,,10.12688/f1000research.55582.1
Yoshiko,Numata,additional,,10.12688/f1000research.55582.1
Guillermo,Droppelmann,first,,10.12688/f1000research.73441.1
Felipe,Feijoo,additional,,10.12688/f1000research.73441.1
Cristobal,Greene,additional,,10.12688/f1000research.73441.1
Manuel,Tello,additional,,10.12688/f1000research.73441.1
Julio,Rosales,additional,,10.12688/f1000research.73441.1
Roberto,Yáñez,additional,,10.12688/f1000research.73441.1
Carlos,Jorquera,additional,,10.12688/f1000research.73441.1
David,Prieto,additional,,10.12688/f1000research.73441.1
Richard,Mottershead,first,,10.12688/f1000research.75276.2
Nafi,Alonaizi,additional,,10.12688/f1000research.75276.2
Gemma,Martín,first,,10.12688/f1000research.51900.1
Marta,Bosch,additional,,10.12688/f1000research.51900.1
Elisenda,Coll,additional,,10.12688/f1000research.51900.1
Robert G.,Parton,additional,,10.12688/f1000research.51900.1
Albert,Pol,additional,,10.12688/f1000research.51900.1
Maria,Calvo,additional,,10.12688/f1000research.51900.1
Elias,Brandorff,first,,10.12688/f1000research.73641.1
Marc,Galland,additional,,10.12688/f1000research.73641.1
Joachim,Goedhart,additional,,10.12688/f1000research.73641.1
Magdalena,Ługowska,first,,10.12688/f1000research.73420.1
Marcin,Pacholczyk,additional,,10.12688/f1000research.73420.1
Subarmaniam,Kannan,first,,10.12688/f1000research.72984.1
Mauro,Petrillo,first,,10.12688/f1000research.52540.1
Carlo,Brogna,additional,,10.12688/f1000research.52540.1
Simone,Cristoni,additional,,10.12688/f1000research.52540.1
Maddalena,Querci,additional,,10.12688/f1000research.52540.1
Ornella,Piazza,additional,,10.12688/f1000research.52540.1
Guy,Van den Eede,additional,,10.12688/f1000research.52540.1
Mitesh,Karn,first,,10.12688/f1000research.54585.1
Dipendra,Kandel,additional,,10.12688/f1000research.54585.1
Nuwadatta,Subedi,additional,,10.12688/f1000research.54585.1
Mark J.,Prescott,first,,10.12688/f1000research.109380.1
Matthew C.,Leach,additional,,10.12688/f1000research.109380.1
Melissa A.,Truelove,additional,,10.12688/f1000research.109380.1
Kiran Kishor,Nakarmi,first,,10.12688/f1000research.73840.1
Bishnu Deep,Pathak,additional,,10.12688/f1000research.73840.1
Dhan,Shrestha,additional,,10.12688/f1000research.73840.1
Pravash,Budhathoki,additional,,10.12688/f1000research.73840.1
Shankar Man,Rai,additional,,10.12688/f1000research.73840.1
Muna,Barakat,first,,10.12688/f1000research.74492.1
Husam,A. AlSalamat,additional,,10.12688/f1000research.74492.1
Feras,Jirjees,additional,,10.12688/f1000research.74492.1
Hala,Al-Obaidi,additional,,10.12688/f1000research.74492.1
Zainab,k. Hussain,additional,,10.12688/f1000research.74492.1
Seif,El Hadidi,additional,,10.12688/f1000research.74492.1
Sara,Mansour,additional,,10.12688/f1000research.74492.1
Diana,Malaeb,additional,,10.12688/f1000research.74492.1
Hassan,Hosseini,additional,,10.12688/f1000research.74492.1
Becky,Ioppolo,first,,10.12688/f1000research.74211.1
Steven,Wooding,additional,,10.12688/f1000research.74211.1
Ala'a A.,Hassan,first,,10.12688/f1000research.73967.2
Jeananne,Elkins,additional,,10.12688/f1000research.73967.2
Hisham Y.,Hassan,additional,,10.12688/f1000research.73967.2
Endang Winiati,Bachtiar,first,,10.12688/f1000research.26749.4
Citra F.,Putri,additional,,10.12688/f1000research.26749.4
Retno D.,Soejoedono,additional,,10.12688/f1000research.26749.4
Boy M.,Bachtiar,additional,,10.12688/f1000research.26749.4
Holi,Kevin,first,,10.12688/f1000research.72937.1
Lucy,Njue,additional,,10.12688/f1000research.72937.1
George,Abong,additional,,10.12688/f1000research.72937.1
Azrita,Undefined,first,,10.12688/f1000research.74092.1
Hafrijal,Syandri,additional,,10.12688/f1000research.74092.1
Netti,Aryani,additional,,10.12688/f1000research.74092.1
Ainul,Mardiah,additional,,10.12688/f1000research.74092.1
Indra,Suharman,additional,,10.12688/f1000research.74092.1
Christie,Akwaowo,first,,10.12688/f1000research.53862.2
Idongesit,Umoh,additional,,10.12688/f1000research.53862.2
Oluseyi,Motilewa,additional,,10.12688/f1000research.53862.2
Victor,Umoh,additional,,10.12688/f1000research.53862.2
Eno,Usoroh,additional,,10.12688/f1000research.53862.2
Stella,Adeboye,additional,,10.12688/f1000research.53862.2
Uduak,Idiong,additional,,10.12688/f1000research.53862.2
Etop,Antia,additional,,10.12688/f1000research.53862.2
Evgeny,Zhvansky,first,,10.12688/f1000research.76828.1
Ekaterina,Zhdanova,additional,,10.12688/f1000research.76828.1
Maxim,Belenikin,additional,,10.12688/f1000research.76828.1
Maria,Shamraeva,additional,,10.12688/f1000research.76828.1
Sergei,Silkin,additional,,10.12688/f1000research.76828.1
Konstantin,Bocharov,additional,,10.12688/f1000research.76828.1
Anatoly,Sorokin,additional,,10.12688/f1000research.76828.1
Oleksandr,Berezko,first,,10.12688/f1000research.74831.1
Laura M. Palma,Medina,additional,,10.12688/f1000research.74831.1
Giulia,Malaguarnera,additional,,10.12688/f1000research.74831.1
Inês,Almeida,additional,,10.12688/f1000research.74831.1
Agnieszka,Żyra,additional,,10.12688/f1000research.74831.1
Sothearath,Seang,additional,,10.12688/f1000research.74831.1
Mattias,Björnmalm,additional,,10.12688/f1000research.74831.1
Eva,Hnatkova,additional,,10.12688/f1000research.74831.1
Mathew,Tata,additional,,10.12688/f1000research.74831.1
Jorge Guillermo,Morales Ramos,first,,10.12688/f1000research.55573.1
Ambrocio Teodoro,Esteves Pairazamán,additional,,10.12688/f1000research.55573.1
María Ema Soledad,Mocarro Willis,additional,,10.12688/f1000research.55573.1
Samuel,Collantes Santisteban,additional,,10.12688/f1000research.55573.1
Emma,Caldas Herrera,additional,,10.12688/f1000research.55573.1
Chaerita,Maulani,first,,10.12688/f1000research.53823.1
Elza Ibrahim,Auerkari,additional,,10.12688/f1000research.53823.1
Sri Lelyati,C. Masulili,additional,,10.12688/f1000research.53823.1
Lindawati S.,Kusdhany,additional,,10.12688/f1000research.53823.1
Chiquita,Prahasanti,additional,,10.12688/f1000research.53823.1
Nurtami,Soedarsono,additional,,10.12688/f1000research.53823.1
Sebastian,Levesque,first,,10.12688/f1000research.26828.1
Thomas M.,Polasek,additional,,10.12688/f1000research.26828.1
Eric,Haan,additional,,10.12688/f1000research.26828.1
Sepehr,Shakib,additional,,10.12688/f1000research.26828.1
Abdullah A.,Almojaibel,first,,10.12688/f1000research.74575.1
Khalid,Ansari,additional,,10.12688/f1000research.74575.1
Yahya A.,Alzahrani,additional,,10.12688/f1000research.74575.1
Saleh A.,Alessy,additional,,10.12688/f1000research.74575.1
Faraz A.,Farooqi,additional,,10.12688/f1000research.74575.1
Yousef A.,Alqurashi,additional,,10.12688/f1000research.74575.1
Bendix Samarta,Witarto,first,,10.12688/f1000research.73884.3
Visuddho,Visuddho,additional,,10.12688/f1000research.73884.3
Andro Pramana,Witarto,additional,,10.12688/f1000research.73884.3
Henry,Sutanto,additional,,10.12688/f1000research.73884.3
Bayu Satria,Wiratama,additional,,10.12688/f1000research.73884.3
Citrawati Dyah Kencono,Wungu,additional,,10.12688/f1000research.73884.3
Jeremy,Genter,first,,10.12688/f1000research.72856.1
Eleonora,Croci,additional,,10.12688/f1000research.72856.1
Hannah,Ewald,additional,,10.12688/f1000research.72856.1
Andreas M.,Müller,additional,,10.12688/f1000research.72856.1
Annegret,Mündermann,additional,,10.12688/f1000research.72856.1
Daniel,Baumgartner,additional,,10.12688/f1000research.72856.1
Paryono,Muhrodji,first,,10.12688/f1000research.52135.1
Hendrawan Dian Agung,Wicaksono,additional,,10.12688/f1000research.52135.1
Sekar,Satiti,additional,,10.12688/f1000research.52135.1
Laksono,Trisnantoro,additional,,10.12688/f1000research.52135.1
Ismail,Setyopranoto,additional,,10.12688/f1000research.52135.1
Amelia Nur,Vidyanti,additional,,10.12688/f1000research.52135.1
Lara A.,Kahale,first,,10.12688/f1000research.51723.1
Rayane,Elkhoury,additional,,10.12688/f1000research.51723.1
Ibrahim,El Mikati,additional,,10.12688/f1000research.51723.1
Hector,Pardo-Hernandez,additional,,10.12688/f1000research.51723.1
Assem M.,Khamis,additional,,10.12688/f1000research.51723.1
Holger J.,Schünemann,additional,,10.12688/f1000research.51723.1
Neal R.,Haddaway,additional,,10.12688/f1000research.51723.1
Elie A.,Akl,additional,,10.12688/f1000research.51723.1
Juan Manuel,Vargas-Morales,first,,10.12688/f1000research.46399.1
Martha,Guevara-Cruz,additional,,10.12688/f1000research.46399.1
Celia,Aradillas-García,additional,,10.12688/f1000research.46399.1
Lilia,G. Noriega,additional,,10.12688/f1000research.46399.1
Armando,Tovar,additional,,10.12688/f1000research.46399.1
Jorge Alejandro,Alegría-Torres,additional,,10.12688/f1000research.46399.1
Tatum,Lopes,first,,10.12688/f1000research.55220.1
Annalise E.,Zemlin,additional,,10.12688/f1000research.55220.1
Mieke,Faber,additional,,10.12688/f1000research.55220.1
Solange,Durao,additional,,10.12688/f1000research.55220.1
Rajiv T.,Erasmus,additional,,10.12688/f1000research.55220.1
Andre P.,Kengne,additional,,10.12688/f1000research.55220.1
Hoda,Atef Abdelsattar Ibrahim,first,,10.12688/f1000research.74557.1
Rania,Abdallah Nasr,additional,,10.12688/f1000research.74557.1
Ahmed,Adel Salama,additional,,10.12688/f1000research.74557.1
Aya,Ahmed Amin,additional,,10.12688/f1000research.74557.1
Aziah,Ali,first,,10.12688/f1000research.73390.1
Wan Mimi Diyana,Wan Zaki,additional,,10.12688/f1000research.73390.1
Aini,Hussain,additional,,10.12688/f1000research.73390.1
Noramiza,Hashim,additional,,10.12688/f1000research.73390.1
Wan Noorshahida,Mohd Isa,additional,,10.12688/f1000research.73390.1
Galawish,A. Abdullah,first,,10.12688/f1000research.73719.1
Hager Moustafa,Saeed,first,,10.12688/f1000research.55332.2
Eman,Mohammad Amr,additional,,10.12688/f1000research.55332.2
Alshaimaa,Rezk Lotfy Rezk,additional,,10.12688/f1000research.55332.2
Wesam,Abd Elmoneim,additional,,10.12688/f1000research.55332.2
Kariuki,Ndungu,first,,10.12688/f1000research.75518.1
John,Thuita,additional,,10.12688/f1000research.75518.1
Grace,Murilla,additional,,10.12688/f1000research.75518.1
John,Kagira,additional,,10.12688/f1000research.75518.1
Joanna,Auma,additional,,10.12688/f1000research.75518.1
Paul,Mireji,additional,,10.12688/f1000research.75518.1
Geoffrey,Ngae,additional,,10.12688/f1000research.75518.1
Paul,Okumu,additional,,10.12688/f1000research.75518.1
Purity,Gitonga,additional,,10.12688/f1000research.75518.1
Samuel,Guya,additional,,10.12688/f1000research.75518.1
Raymond,Mdachi,additional,,10.12688/f1000research.75518.1
Daniel,Edbert,first,,10.12688/f1000research.109146.1
Ni Made,Mertaniasih,additional,,10.12688/f1000research.109146.1
Pepy Dwi,Endraswari,additional,,10.12688/f1000research.109146.1
Eko Budi,Koendhori,additional,,10.12688/f1000research.109146.1
Shinta Oktya,Wardhani,first,,10.12688/f1000research.73054.1
Hani,Susianti,additional,,10.12688/f1000research.73054.1
Puji,Rahayu,additional,,10.12688/f1000research.73054.1
Yuyun Prabowowati,Yueniwati,additional,,10.12688/f1000research.73054.1
Jonny Karunia,Fajar,additional,,10.12688/f1000research.73054.1
Haruthai,Chotisukarat,first,,10.12688/f1000research.75245.1
Phuping,Akavipat,additional,,10.12688/f1000research.75245.1
Pathomporn,Suchartwatnachai,additional,,10.12688/f1000research.75245.1
Pimwan,Sookplung,additional,,10.12688/f1000research.75245.1
Jatuporn,Eiamcharoenwit,additional,,10.12688/f1000research.75245.1
Khoa Van,Pham,first,,10.12688/f1000research.70645.1
Cuong,Hoang,additional,,10.12688/f1000research.70645.1
Tri Pudy,Asmarawati,first,,10.12688/f1000research.31645.2
Alfian Nur,Rosyid,additional,,10.12688/f1000research.31645.2
Satriyo Dwi,Suryantoro,additional,,10.12688/f1000research.31645.2
Bagus Aulia,Mahdi,additional,,10.12688/f1000research.31645.2
Choirina,Windradi,additional,,10.12688/f1000research.31645.2
Prastuti Asta,Wulaningrum,additional,,10.12688/f1000research.31645.2
Muhammad Vitanata,Arifijanto,additional,,10.12688/f1000research.31645.2
Bramantono,Bramantono,additional,,10.12688/f1000research.31645.2
Erwin Astha,Triyono,additional,,10.12688/f1000research.31645.2
Musofa,Rusli,additional,,10.12688/f1000research.31645.2
Brian Eka,Rachman,additional,,10.12688/f1000research.31645.2
Erika,Marfiani,additional,,10.12688/f1000research.31645.2
Pepy Dwi,Endraswari,additional,,10.12688/f1000research.31645.2
Usman,Hadi,additional,,10.12688/f1000research.31645.2
Kuntaman,Kuntaman,additional,,10.12688/f1000research.31645.2
Nasronudin,Nasronudin,additional,,10.12688/f1000research.31645.2
Justice Gameli,Djokoto,first,,10.12688/f1000research.28681.2
Fan Yi,Khong,first,,10.12688/f1000research.72894.1
Tee,Connie,additional,,10.12688/f1000research.72894.1
Michael Kah Ong,Goh,additional,,10.12688/f1000research.72894.1
Li Pei,Wong,additional,,10.12688/f1000research.72894.1
Pin Shen,Teh,additional,,10.12688/f1000research.72894.1
Ai Ling,Choo,additional,,10.12688/f1000research.72894.1
Nitin,Joseph,first,,10.12688/f1000research.74514.1
Vijay Pratap,Singh,additional,,10.12688/f1000research.74514.1
Impana Venkatesha,Murthy,additional,,10.12688/f1000research.74514.1
Vishaan,Raman,additional,,10.12688/f1000research.74514.1
Meera,Banihatti Nagaraj,additional,,10.12688/f1000research.74514.1
Rahul Vishwanath,Shetty,additional,,10.12688/f1000research.74514.1
Krishna,Sai Vemuri,additional,,10.12688/f1000research.74514.1
Shruthi,Shreedhara,additional,,10.12688/f1000research.74514.1
Maranakatte Shridhar Sumukha,Manja,additional,,10.12688/f1000research.74514.1
Igho J.,Onakpoya,first,,10.12688/f1000research.51590.3
Carl J.,Heneghan,additional,,10.12688/f1000research.51590.3
Elizabeth A.,Spencer,additional,,10.12688/f1000research.51590.3
Jon,Brassey,additional,,10.12688/f1000research.51590.3
Annette,Plüddemann,additional,,10.12688/f1000research.51590.3
David H.,Evans,additional,,10.12688/f1000research.51590.3
John M.,Conly,additional,,10.12688/f1000research.51590.3
Tom,Jefferson,additional,,10.12688/f1000research.51590.3
Bob,Phillips,first,,10.12688/f1000research.73075.2
Abdullah,Sallehhuddin,first,,10.12688/f1000research.73603.1
Teo,Boon Keong,additional,,10.12688/f1000research.73603.1
Norzarina,Md Yatim,additional,,10.12688/f1000research.73603.1
David,Manheim,first,,10.12688/f1000research.55114.1
Gregory,Lewis,additional,,10.12688/f1000research.55114.1
Karin,Jost,first,,10.12688/f1000research.109373.1
Belén,Rodriguez,additional,,10.12688/f1000research.109373.1
Nicole,Söll,additional,,10.12688/f1000research.109373.1
Robert,Hoepner,additional,,10.12688/f1000research.109373.1
Werner J.,Z'Graggen,additional,,10.12688/f1000research.109373.1
Noor Shahaliza,Othman,first,,10.12688/f1000research.73706.1
Govindan,Marthandan,additional,,10.12688/f1000research.73706.1
Kamarulzaman,Ab Aziz,additional,,10.12688/f1000research.73706.1
Hafrijal,Syandri,first,,10.12688/f1000research.52613.1
Azrita,Azrita,additional,,10.12688/f1000research.52613.1
Eni,Sumiarsih,additional,,10.12688/f1000research.52613.1
Elfiondri,undefined,additional,,10.12688/f1000research.52613.1
Dita,Aditianingsih,first,,10.12688/f1000research.108972.1
Ratna Farida,Soenarto,additional,,10.12688/f1000research.108972.1
Artheta Mutiara,Puiantana,additional,,10.12688/f1000research.108972.1
Raymond,Pranata,additional,,10.12688/f1000research.108972.1
Michael Anthonius,Lim,additional,,10.12688/f1000research.108972.1
Putu Angga Risky,Raharja,additional,,10.12688/f1000research.108972.1
Ponco,Birowo,additional,,10.12688/f1000research.108972.1
Markus,Meyer,additional,,10.12688/f1000research.108972.1
Fan Yi,Khong,first,,10.12688/f1000research.72894.2
Tee,Connie,additional,,10.12688/f1000research.72894.2
Michael Kah Ong,Goh,additional,,10.12688/f1000research.72894.2
Li Pei,Wong,additional,,10.12688/f1000research.72894.2
Pin Shen,Teh,additional,,10.12688/f1000research.72894.2
Ai Ling,Choo,additional,,10.12688/f1000research.72894.2
Shahad,Alkhalifah,first,,10.12688/f1000research.74257.1
Susan,Allen,additional,,10.12688/f1000research.74257.1
Hesham,Aldhalaan,additional,,10.12688/f1000research.74257.1
Ozan,Ozisik,first,,10.12688/f1000research.51018.1
Friederike,Ehrhart,additional,,10.12688/f1000research.51018.1
Chris T,Evelo,additional,,10.12688/f1000research.51018.1
Alberto,Mantovani,additional,,10.12688/f1000research.51018.1
Anaı̈s,Baudot,additional,,10.12688/f1000research.51018.1
Yi,Zuo,first,,10.12688/f1000research.74401.1
Thomas G.,Stewart,additional,,10.12688/f1000research.74401.1
Jeffrey D.,Blume,additional,,10.12688/f1000research.74401.1
Nur A.,Sitohang,first,,10.12688/f1000research.104602.1
Effendy D. L.,Putra,additional,,10.12688/f1000research.104602.1
Hajjul,Kamil,additional,,10.12688/f1000research.104602.1
Musri,Musman,additional,,10.12688/f1000research.104602.1
Saif Aldeen,AlRyalat,first,,10.12688/f1000research.22127.3
Khaled,Al Oweidat,additional,,10.12688/f1000research.22127.3
Mohammad,Al-Essa,additional,,10.12688/f1000research.22127.3
Khaled,Ashouri,additional,,10.12688/f1000research.22127.3
Osama,El Khatib,additional,,10.12688/f1000research.22127.3
Athar,Al-Rawashdeh,additional,,10.12688/f1000research.22127.3
Abeer,Yaseen,additional,,10.12688/f1000research.22127.3
Ahmad,Toumar,additional,,10.12688/f1000research.22127.3
Anas,Alrwashdeh,additional,,10.12688/f1000research.22127.3
Mohammad,Hamiduzzaman,first,,10.12688/f1000research.74631.1
Noore,Siddiquee,additional,,10.12688/f1000research.74631.1
Helen,McLaren,additional,,10.12688/f1000research.74631.1
Wee How,Khoh,first,,10.12688/f1000research.74134.1
Ying Han,Pang,additional,,10.12688/f1000research.74134.1
Hui Yen,Yap,additional,,10.12688/f1000research.74134.1
Kusworini,Handono,first,,10.12688/f1000research.109365.1
Mirza Zaka,Pratama,additional,,10.12688/f1000research.109365.1
Radiyati Umi,Partan,additional,,10.12688/f1000research.109365.1
Hani,Susianti,additional,,10.12688/f1000research.109365.1
Nimas Eka,Firdaningrum,additional,,10.12688/f1000research.109365.1
Siti Roziah Ria,Famuji,additional,,10.12688/f1000research.109365.1
Ade Wildan Rizky,Fachry,additional,,10.12688/f1000research.109365.1
Norma Hanifah,Sumarta,additional,,10.12688/f1000research.109365.1
Handono,Kalim,additional,,10.12688/f1000research.109365.1
Juni,Handajani,first,,10.12688/f1000research.28028.1
Dinda,Kusumajati,additional,,10.12688/f1000research.28028.1
Hania,Fathiyah,additional,,10.12688/f1000research.28028.1
Heni,Susilowati,additional,,10.12688/f1000research.28028.1
Regina T.C.,Tandelilin,additional,,10.12688/f1000research.28028.1
Sirarat,Sarntivijai,first,,10.12688/f1000research.74024.1
Niklas,Blomberg,additional,,10.12688/f1000research.74024.1
Katharina B.,Lauer,additional,,10.12688/f1000research.74024.1
Katharine,Briggs,additional,,10.12688/f1000research.74024.1
Thomas,Steger-Hartmann,additional,,10.12688/f1000research.74024.1
Johan,van der Lei,additional,,10.12688/f1000research.74024.1
John-Michael,Sauer,additional,,10.12688/f1000research.74024.1
Richard,Liwski,additional,,10.12688/f1000research.74024.1
Miranda,Mourby,additional,,10.12688/f1000research.74024.1
Montse,Camprubi,additional,,10.12688/f1000research.74024.1
,,additional,,10.12688/f1000research.74024.1
Carl J.,Heneghan,first,,10.12688/f1000research.51592.2
Elizabeth A.,Spencer,additional,,10.12688/f1000research.51592.2
Jon,Brassey,additional,,10.12688/f1000research.51592.2
Annette,Plüddemann,additional,,10.12688/f1000research.51592.2
Igho J.,Onakpoya,additional,,10.12688/f1000research.51592.2
David H.,Evans,additional,,10.12688/f1000research.51592.2
John M.,Conly,additional,,10.12688/f1000research.51592.2
Tom,Jefferson,additional,,10.12688/f1000research.51592.2
Sajaan Praveena,Gunarathne,first,,10.12688/f1000research.53320.3
Nuwan Darshana,Wickramasinghe,additional,,10.12688/f1000research.53320.3
Thilini Chanchala,Agampodi,additional,,10.12688/f1000research.53320.3
Indika Ruwan,Prasanna,additional,,10.12688/f1000research.53320.3
Suneth Buddhika,Agampodi,additional,,10.12688/f1000research.53320.3
Brett E.,Pickett,first,,10.12688/f1000research.26452.1
Ryan,Connor,additional,,10.12688/f1000research.26452.1
Tamiru,Berhanu-Denka,additional,,10.12688/f1000research.26452.1
Sherry,Bhalla,additional,,10.12688/f1000research.26452.1
Vyacheslav,Brover,additional,,10.12688/f1000research.26452.1
Michael James,Chambers,additional,,10.12688/f1000research.26452.1
Kumardeep,Chaudhary,additional,,10.12688/f1000research.26452.1
Ousmane H.,Cissé,additional,,10.12688/f1000research.26452.1
Allissa,Dillman,additional,,10.12688/f1000research.26452.1
Moamen M.,Elmassry,additional,,10.12688/f1000research.26452.1
Michael,Feldgarden,additional,,10.12688/f1000research.26452.1
Eric,Holloway,additional,,10.12688/f1000research.26452.1
Xin,Huang,additional,,10.12688/f1000research.26452.1
William,Klimke,additional,,10.12688/f1000research.26452.1
Catarina,Inês Mendes,additional,,10.12688/f1000research.26452.1
S. Elizabeth,Norred,additional,,10.12688/f1000research.26452.1
Jonathan,Parkinson,additional,,10.12688/f1000research.26452.1
Samantha,Sevilla,additional,,10.12688/f1000research.26452.1
Monica,Garcia Solache,additional,,10.12688/f1000research.26452.1
Defne,Surujon,additional,,10.12688/f1000research.26452.1
Udana,Torian,additional,,10.12688/f1000research.26452.1
Vadim,Zalunin,additional,,10.12688/f1000research.26452.1
Ben,Busby,additional,,10.12688/f1000research.26452.1
Anders,Rehfeld,first,,10.12688/f1000research.109279.1
Christian,Marcus Pedersen,additional,,10.12688/f1000research.109279.1
Andreas Martin,Lisewski,first,,10.12688/f1000research.72956.2
Abdullah A.,Muhammadar,first,,10.12688/f1000research.28359.1
Firdus,Firdus,additional,,10.12688/f1000research.28359.1
Zainal A.,Muchlisin,additional,,10.12688/f1000research.28359.1
Samadi,Samadi,additional,,10.12688/f1000research.28359.1
Muhammad A.,Sarong,additional,,10.12688/f1000research.28359.1
Boihaqi,Boihaqi,additional,,10.12688/f1000research.28359.1
Satria,Sartira,additional,,10.12688/f1000research.28359.1
Ibnu,Sahidir,additional,,10.12688/f1000research.28359.1
Agung Setia,Batubara,additional,,10.12688/f1000research.28359.1
Shalini,Bassi,first,,10.12688/f1000research.51136.2
Deepika,Bahl,additional,,10.12688/f1000research.51136.2
Melissa Blythe,Harrell,additional,,10.12688/f1000research.51136.2
Neha,Jain,additional,,10.12688/f1000research.51136.2
Arun,Kandasamy,additional,,10.12688/f1000research.51136.2
Subhash R.,Salunke,additional,,10.12688/f1000research.51136.2
Vinod Gajanan,Shah,additional,,10.12688/f1000research.51136.2
Prema,Raghunathan,additional,,10.12688/f1000research.51136.2
Selvarajan,Markandan,additional,,10.12688/f1000research.51136.2
Pratima,Murthy,additional,,10.12688/f1000research.51136.2
Monika,Arora,additional,,10.12688/f1000research.51136.2
Oluwafemi Samuel,Obisesan,first,,10.12688/f1000research.28105.1
Nomathamsanqa Patricia,Sithebe,additional,,10.12688/f1000research.28105.1
Hazel Tumelo,Mufhandu,additional,,10.12688/f1000research.28105.1
Manisha,Nair,first,,10.12688/f1000research.24923.3
Babul,Bezbaruah,additional,,10.12688/f1000research.24923.3
Amrit Krishna,Bora,additional,,10.12688/f1000research.24923.3
Krishnaram,Bora,additional,,10.12688/f1000research.24923.3
Shakuntala,Chhabra,additional,,10.12688/f1000research.24923.3
Saswati S.,Choudhury,additional,,10.12688/f1000research.24923.3
Arup,Choudhury,additional,,10.12688/f1000research.24923.3
Dipika,Deka,additional,,10.12688/f1000research.24923.3
Gitanjali,Deka,additional,,10.12688/f1000research.24923.3
Vijay Anand,Ismavel,additional,,10.12688/f1000research.24923.3
Swapna D.,Kakoty,additional,,10.12688/f1000research.24923.3
Roshine M.,Koshy,additional,,10.12688/f1000research.24923.3
Pramod,Kumar,additional,,10.12688/f1000research.24923.3
Pranabika,Mahanta,additional,,10.12688/f1000research.24923.3
Robin,Medhi,additional,,10.12688/f1000research.24923.3
Pranoy,Nath,additional,,10.12688/f1000research.24923.3
Anjali,Rani,additional,,10.12688/f1000research.24923.3
Indrani,Roy,additional,,10.12688/f1000research.24923.3
Usha,Sarma,additional,,10.12688/f1000research.24923.3
Carolin Solomi,V,additional,,10.12688/f1000research.24923.3
Ratna Kanta,Talukdar,additional,,10.12688/f1000research.24923.3
Farzana,Zahir,additional,,10.12688/f1000research.24923.3
Michael,Hill,additional,,10.12688/f1000research.24923.3
Nimmi,Kansal,additional,,10.12688/f1000research.24923.3
Reena,Nakra,additional,,10.12688/f1000research.24923.3
Colin,Baigent,additional,,10.12688/f1000research.24923.3
Marian,Knight,additional,,10.12688/f1000research.24923.3
Jenny J.,Kurinczuk,additional,,10.12688/f1000research.24923.3
Johanes,Dwi Meiyanto,first,,10.12688/f1000research.51407.1
Besut,Daryanto,additional,,10.12688/f1000research.51407.1
Kurnia,Penta Seputra,additional,,10.12688/f1000research.51407.1
Esti Handayani,Hardi,first,,10.12688/f1000research.52889.1
Gina,Saptiani,additional,,10.12688/f1000research.52889.1
Rudi Agung,Nugroho,additional,,10.12688/f1000research.52889.1
fadlul,Rahman,additional,,10.12688/f1000research.52889.1
Sulistyawati,Sulistyawati,additional,,10.12688/f1000research.52889.1
Widyaningsih,Rahayu,additional,,10.12688/f1000research.52889.1
Ali,Supriansyah,additional,,10.12688/f1000research.52889.1
Irawan Wijaya,Kusuma,additional,,10.12688/f1000research.52889.1
Alia,Zouaghi,first,,10.12688/f1000research.73042.1
Dhafer,Hadded,additional,,10.12688/f1000research.73042.1
Mesbahi,Meryam,additional,,10.12688/f1000research.73042.1
Yazid,Benzarti,additional,,10.12688/f1000research.73042.1
Mona,Cherif,additional,,10.12688/f1000research.73042.1
Haithem,Zaafouri,additional,,10.12688/f1000research.73042.1
Khalil,Ben Massoud,additional,,10.12688/f1000research.73042.1
Chiraz,Chamekhi,additional,,10.12688/f1000research.73042.1
Anis,Ben Maamer,additional,,10.12688/f1000research.73042.1
Yee Wan,Lee,first,,10.12688/f1000research.73342.2
Magiswary,Dorasamy,additional,,10.12688/f1000research.73342.2
Abdul Aziz,Bin Ahmad,additional,,10.12688/f1000research.73342.2
Manimekalai,Jambulingam,additional,,10.12688/f1000research.73342.2
Peik Foong,Yeap,additional,,10.12688/f1000research.73342.2
Sharbani,Harun,additional,,10.12688/f1000research.73342.2
Diana,Malaeb,first,,10.12688/f1000research.54236.1
Souheil,Hallit,additional,,10.12688/f1000research.54236.1
Nada,Dia,additional,,10.12688/f1000research.54236.1
