given,family,sequence,affiliation,DOI
Nithin K.,K,first,,10.12688/f1000research.51786.1
Prakash,Patil,additional,,10.12688/f1000research.51786.1
Satheesh Kumar,Bhandary,additional,,10.12688/f1000research.51786.1
Vikram,Haridas,additional,,10.12688/f1000research.51786.1
Suchetha Kumari,N,additional,,10.12688/f1000research.51786.1
Sarathkumar,E,additional,,10.12688/f1000research.51786.1
Praveenkumar,Shetty,additional,,10.12688/f1000research.51786.1
Agung,Putra,first,,10.12688/f1000research.51191.3
Agus,Widyatmoko,additional,,10.12688/f1000research.51191.3
Sugeng,Ibrahim,additional,,10.12688/f1000research.51191.3
Fajar,Amansyah,additional,,10.12688/f1000research.51191.3
Farid,Amansyah,additional,,10.12688/f1000research.51191.3
Mukti Arja,Berlian,additional,,10.12688/f1000research.51191.3
Retnaningsih,Retnaningsih,additional,,10.12688/f1000research.51191.3
Zenitalia,Pasongka,additional,,10.12688/f1000research.51191.3
Flora Eka,Sari,additional,,10.12688/f1000research.51191.3
Basuki,Rachmad,additional,,10.12688/f1000research.51191.3
Fabrizio,Menardo,first,,10.12688/f1000research.28318.1
Liliana K.,Rutaihwa,additional,,10.12688/f1000research.28318.1
Michaela,Zwyer,additional,,10.12688/f1000research.28318.1
Sonia,Borrell,additional,,10.12688/f1000research.28318.1
Iñaki,Comas,additional,,10.12688/f1000research.28318.1
Emilyn Costa,Conceição,additional,,10.12688/f1000research.28318.1
Mireia,Coscolla,additional,,10.12688/f1000research.28318.1
Helen,Cox,additional,,10.12688/f1000research.28318.1
Moses,Joloba,additional,,10.12688/f1000research.28318.1
Horng-Yunn,Dou,additional,,10.12688/f1000research.28318.1
Julia,Feldmann,additional,,10.12688/f1000research.28318.1
Lukas,Fenner,additional,,10.12688/f1000research.28318.1
Janet,Fyfe,additional,,10.12688/f1000research.28318.1
Qian,Gao,additional,,10.12688/f1000research.28318.1
Darío,García de Viedma,additional,,10.12688/f1000research.28318.1
Alberto L.,Garcia-Basteiro,additional,,10.12688/f1000research.28318.1
Sebastian M.,Gygli,additional,,10.12688/f1000research.28318.1
Jerry,Hella,additional,,10.12688/f1000research.28318.1
Hellen,Hiza,additional,,10.12688/f1000research.28318.1
Levan,Jugheli,additional,,10.12688/f1000research.28318.1
Lujeko,Kamwela,additional,,10.12688/f1000research.28318.1
Midori,Kato-Maeda,additional,,10.12688/f1000research.28318.1
Qingyun,Liu,additional,,10.12688/f1000research.28318.1
Serej D.,Ley,additional,,10.12688/f1000research.28318.1
Chloe,Loiseau,additional,,10.12688/f1000research.28318.1
Surakameth,Mahasirimongkol,additional,,10.12688/f1000research.28318.1
Bijaya,Malla,additional,,10.12688/f1000research.28318.1
Prasit,Palittapongarnpim,additional,,10.12688/f1000research.28318.1
Niaina,Rakotosamimanana,additional,,10.12688/f1000research.28318.1
Voahangy,Rasolofo,additional,,10.12688/f1000research.28318.1
Miriam,Reinhard,additional,,10.12688/f1000research.28318.1
Klaus,Reither,additional,,10.12688/f1000research.28318.1
Mohamed,Sasamalo,additional,,10.12688/f1000research.28318.1
Rafael,Silva Duarte,additional,,10.12688/f1000research.28318.1
Christophe,Sola,additional,,10.12688/f1000research.28318.1
Philip,Suffys,additional,,10.12688/f1000research.28318.1
Karla Valeria,Batista Lima,additional,,10.12688/f1000research.28318.1
Dorothy,Yeboah-Manu,additional,,10.12688/f1000research.28318.1
Christian,Beisel,additional,,10.12688/f1000research.28318.1
Daniela,Brites,additional,,10.12688/f1000research.28318.1
Sebastien,Gagneux,additional,,10.12688/f1000research.28318.1
David,Simons,first,,10.12688/f1000research.55502.3
Olga,Perski,additional,,10.12688/f1000research.55502.3
Lion,Shahab,additional,,10.12688/f1000research.55502.3
Jamie,Brown,additional,,10.12688/f1000research.55502.3
Robin,Bailey,additional,,10.12688/f1000research.55502.3
Johan S.,Sitanggang,first,,10.12688/f1000research.53539.2
Kamal B.,Siregar,additional,,10.12688/f1000research.53539.2
Henry H.,Sitanggang,additional,,10.12688/f1000research.53539.2
Noverita,Sprinse Vinolina,additional,,10.12688/f1000research.53539.2
Daniel G.,Hamilton,first,,10.12688/f1000research.53874.1
Hannah,Fraser,additional,,10.12688/f1000research.53874.1
Fiona,Fidler,additional,,10.12688/f1000research.53874.1
Steve,McDonald,additional,,10.12688/f1000research.53874.1
Anisa,Rowhani-Farid,additional,,10.12688/f1000research.53874.1
Kyungwan,Hong,additional,,10.12688/f1000research.53874.1
Matthew J.,Page,additional,,10.12688/f1000research.53874.1
Joanna,Kostka,first,,10.12688/f1000research.51208.1
Joanna,Sikora,additional,,10.12688/f1000research.51208.1
Agnieszka,Guligowska,additional,,10.12688/f1000research.51208.1
Tomasz,Kostka,additional,,10.12688/f1000research.51208.1
Armin,Töpfer,first,,10.12688/f1000research.29969.1
Georg,Brabänder,additional,,10.12688/f1000research.29969.1
Hendri,Susilo,first,,10.12688/f1000research.28311.3
Rerdin,Julario,additional,,10.12688/f1000research.28311.3
Citrawati,Dyah Kencono Wungu,additional,,10.12688/f1000research.28311.3
India,King,first,,10.12688/f1000research.26092.2
Andrea,Christopher,additional,,10.12688/f1000research.26092.2
Ann,Hansen,additional,,10.12688/f1000research.26092.2
Ami,Student,additional,,10.12688/f1000research.26092.2
Jeff,Sordahl,additional,,10.12688/f1000research.26092.2
Sarah,Naidoo,additional,,10.12688/f1000research.26092.2
Elaine,Nguyen,additional,,10.12688/f1000research.26092.2
Sarai,Ambert-Pompey,additional,,10.12688/f1000research.26092.2
Amber,Fisher,additional,,10.12688/f1000research.26092.2
Rick,Tivis,additional,,10.12688/f1000research.26092.2
C. Scott,Smith,additional,,10.12688/f1000research.26092.2
Ahmad,Khoiri,first,,10.12688/f1000research.51523.1
Widha,Sunarno,additional,,10.12688/f1000research.51523.1
Sajidan,Sajidan,additional,,10.12688/f1000research.51523.1
Sukarmin,Sukarmin,additional,,10.12688/f1000research.51523.1
Miranda S.,Cumpston,first,,10.12688/f1000research.24469.2
Joanne E.,McKenzie,additional,,10.12688/f1000research.24469.2
James,Thomas,additional,,10.12688/f1000research.24469.2
Sue E.,Brennan,additional,,10.12688/f1000research.24469.2
Meng,Liu,first,,10.12688/f1000research.54045.1
Cheng,Dai,additional,,10.12688/f1000research.54045.1
Guimei,Zhou,additional,,10.12688/f1000research.54045.1
Xiaodong,Lv,additional,,10.12688/f1000research.54045.1
Jingjia,Li,additional,,10.12688/f1000research.54045.1
Binzhong,Li,additional,,10.12688/f1000research.54045.1
Glenn,Young,first,,10.12688/f1000research.54729.1
Pengcheng,Xiao,additional,,10.12688/f1000research.54729.1
Ken,Newcomb,additional,,10.12688/f1000research.54729.1
Edwin,Michael,additional,,10.12688/f1000research.54729.1
Ivan,Doykov,first,,10.12688/f1000research.27287.2
Jenny,Hällqvist,additional,,10.12688/f1000research.27287.2
Kimberly C.,Gilmour,additional,,10.12688/f1000research.27287.2
Louis,Grandjean,additional,,10.12688/f1000research.27287.2
Kevin,Mills,additional,,10.12688/f1000research.27287.2
Wendy E.,Heywood,additional,,10.12688/f1000research.27287.2
Samliok,Ndobe,first,,10.12688/f1000research.108970.1
Muhammad Saleh,Nurdin,additional,,10.12688/f1000research.108970.1
Nur,Hasanah,additional,,10.12688/f1000research.108970.1
Aswad Eka,Putra,additional,,10.12688/f1000research.108970.1
Kasim,Mansyur,additional,,10.12688/f1000research.108970.1
Mohamad,Nasir,additional,,10.12688/f1000research.108970.1
Mashening L.,Rabuna,additional,,10.12688/f1000research.108970.1
Abigail Mary,Moore,additional,,10.12688/f1000research.108970.1
Joanna,Ludzik,first,,10.12688/f1000research.74013.1
Claudia,Lee,additional,,10.12688/f1000research.74013.1
Alexander,Witkowski,additional,,10.12688/f1000research.74013.1
Mahnaz,Hakeem,first,,10.12688/f1000research.25441.2
Heeramani,Lohana,additional,,10.12688/f1000research.25441.2
Sarwat,Urooj,additional,,10.12688/f1000research.25441.2
Sheraz,Ahmed,additional,,10.12688/f1000research.25441.2
Brendon J.,Coventry,first,,10.12688/f1000research.6718.3
Maciej,Henneberg,additional,,10.12688/f1000research.6718.3
Mahmoud,Ahmed,first,,10.12688/f1000research.52173.1
Deok Ryong,Kim,additional,,10.12688/f1000research.52173.1
Christopher A,Brennan,first,,10.12688/f1000research.52782.1
Peter,Osei-Bonsu,additional,,10.12688/f1000research.52782.1
Rachael Eimear,McClenaghan,additional,,10.12688/f1000research.52782.1
Ahmed,Nassar,additional,,10.12688/f1000research.52782.1
Patrice,Forget,additional,,10.12688/f1000research.52782.1
Callum,Kaye,additional,,10.12688/f1000research.52782.1
George,Ramsay,additional,,10.12688/f1000research.52782.1
Yuliana,Emiliani,first,,10.12688/f1000research.27089.1
Andrés,Sánchez,additional,,10.12688/f1000research.27089.1
Marlon,Munera,additional,,10.12688/f1000research.27089.1
Jorge,Sánchez,additional,,10.12688/f1000research.27089.1
Dilia,Aparicio,additional,,10.12688/f1000research.27089.1
Fatma,Dhieb,first,,10.12688/f1000research.74051.1
Miriam,Boumediene,additional,,10.12688/f1000research.74051.1
Armi,Saoussem,additional,,10.12688/f1000research.74051.1
Garci,Mariem,additional,,10.12688/f1000research.74051.1
Mathlouthi,Nabil,additional,,10.12688/f1000research.74051.1
Linda,Bel Haj Kacem,additional,,10.12688/f1000research.74051.1
Meriem,Ksentini,additional,,10.12688/f1000research.74051.1
Miriam,Jrad,additional,,10.12688/f1000research.74051.1
Izzaamirah,Ishak,first,,10.12688/f1000research.74877.1
Nor Salwati,Othman,additional,,10.12688/f1000research.74877.1
Nor Hamisham,Harun,additional,,10.12688/f1000research.74877.1
Mirasari,Putri,first,,10.12688/f1000research.73561.2
Bening Mauliddina,Rastiarsa,additional,,10.12688/f1000research.73561.2
Raden Aliya T. M.,Djajanagara,additional,,10.12688/f1000research.73561.2
Ghaliby Ardhia,Ramli,additional,,10.12688/f1000research.73561.2
Neni,Anggraeni,additional,,10.12688/f1000research.73561.2
Nugraha,Sutadipura,additional,,10.12688/f1000research.73561.2
Nur,Atik,additional,,10.12688/f1000research.73561.2
Mas Rizky A. A.,Syamsunarno,additional,,10.12688/f1000research.73561.2
Patrizio E.,Tressoldi,first,,10.12688/f1000research.52208.2
Fernando,Sinesio,additional,,10.12688/f1000research.52208.2
Laura,Liberale,additional,,10.12688/f1000research.52208.2
Ines,Testoni,additional,,10.12688/f1000research.52208.2
Oluwatobi Joseph,Alabi,first,,10.12688/f1000research.20999.3
Nagisetty,Sridhar,first,,10.12688/f1000research.73498.1
Dr  Chinnaiyan,Senthilpari,additional,,10.12688/f1000research.73498.1
Dr Mardeni,R,additional,,10.12688/f1000research.73498.1
Dr Wong,Hin Yong,additional,,10.12688/f1000research.73498.1
Meity,Ardiana,first,,10.12688/f1000research.53713.1
Eka,Utami,additional,,10.12688/f1000research.53713.1
Budi,Pikir,additional,,10.12688/f1000research.53713.1
Anwar,Santoso,additional,,10.12688/f1000research.53713.1
Renan,Souza,first,,10.12688/f1000research.54813.1
Adriano,Alberti,additional,,10.12688/f1000research.54813.1
Gabriel,Gastélum Cuadras,additional,,10.12688/f1000research.54813.1
Rodrigo Gomes,de Souza Vale,additional,,10.12688/f1000research.54813.1
Eliton,Marcio Zanoni,additional,,10.12688/f1000research.54813.1
Eloel,Benetti Zavorski,additional,,10.12688/f1000research.54813.1
Josiane,Aparecida De Jesus,additional,,10.12688/f1000research.54813.1
Ben,Hur Soares,additional,,10.12688/f1000research.54813.1
Fabiane,Pertille,additional,,10.12688/f1000research.54813.1
Gracielle,Fin,additional,,10.12688/f1000research.54813.1
Bruna,Becker da Silva,additional,,10.12688/f1000research.54813.1
Leoberto,R. Grigollo,additional,,10.12688/f1000research.54813.1
Aline,D. Schlindwein,additional,,10.12688/f1000research.54813.1
Viviane,Freiberger,additional,,10.12688/f1000research.54813.1
Leticia,Ventura,additional,,10.12688/f1000research.54813.1
Luana,Quadros,additional,,10.12688/f1000research.54813.1
Ramón,Alfonso González Rivas,additional,,10.12688/f1000research.54813.1
Oscar,Núñez Enríquez,additional,,10.12688/f1000research.54813.1
Samuel Alfredo,Islas Guerra,additional,,10.12688/f1000research.54813.1
Felipe,Valenzuela Jurado,additional,,10.12688/f1000research.54813.1
Arturo,Iván Chávez Erives,additional,,10.12688/f1000research.54813.1
Arturo,Martínez Treviz,additional,,10.12688/f1000research.54813.1
David,Arnoldo García Fernández,additional,,10.12688/f1000research.54813.1
Graziela,Marques Leão,additional,,10.12688/f1000research.54813.1
Clarissa Martinelli,Comim,additional,,10.12688/f1000research.54813.1
Rudy José,Nodari Junior,additional,,10.12688/f1000research.54813.1
Priyansh,Srivastava,first,,10.12688/f1000research.25713.2
Mehak,Talwar,additional,,10.12688/f1000research.25713.2
Aishwarya,Yadav,additional,,10.12688/f1000research.25713.2
Alakto,Choudhary,additional,,10.12688/f1000research.25713.2
Sabyasachi,Mohanty,additional,,10.12688/f1000research.25713.2
Samuel,Bharti,additional,,10.12688/f1000research.25713.2
Priyanka,Narad,additional,,10.12688/f1000research.25713.2
Abhishek,Sengupta,additional,,10.12688/f1000research.25713.2
Vong,Pisey,first,,10.12688/f1000research.23246.3
Pannee,Banchonhattakit,additional,,10.12688/f1000research.23246.3
Wongsa,Laohasiriwong,additional,,10.12688/f1000research.23246.3
Ponco,Birowo,first,,10.12688/f1000research.73895.1
Isaac Ardianson,Deswanto,additional,,10.12688/f1000research.73895.1
Widi,Atmoko,additional,,10.12688/f1000research.73895.1
Nur,Rasyid,additional,,10.12688/f1000research.73895.1
Oscar,Mwizerwa,first,,10.12688/f1000research.50980.1
Christian,Umuhoza,additional,,10.12688/f1000research.50980.1
Mark H.,Corden,additional,,10.12688/f1000research.50980.1
Tom,Lissauer,additional,,10.12688/f1000research.50980.1
Peter Thomas,Cartledge,additional,,10.12688/f1000research.50980.1
Shalini,Bassi,first,,10.12688/f1000research.73869.1
Deepika,Bahl,additional,,10.12688/f1000research.73869.1
Vinod Gajanan,Shah,additional,,10.12688/f1000research.73869.1
Arun,Kandasamy,additional,,10.12688/f1000research.73869.1
Melissa Blythe,Harrell,additional,,10.12688/f1000research.73869.1
Shreela V,Sharma,additional,,10.12688/f1000research.73869.1
Monika,Arora,additional,,10.12688/f1000research.73869.1
Vitri,Widyaningsih,first,,10.12688/f1000research.74403.1
Ratih Puspita,Febrinasari,additional,,10.12688/f1000research.74403.1
Adji,Suwandono,additional,,10.12688/f1000research.74403.1
Sigid Kirana Lintang,Bhima,additional,,10.12688/f1000research.74403.1
Retna Siwi,Padmawati,additional,,10.12688/f1000research.74403.1
Ari,Probandari,additional,,10.12688/f1000research.74403.1
Blair,Carsone,first,,10.12688/f1000research.52435.1
Katherine,Green,additional,,10.12688/f1000research.52435.1
William,Torrence,additional,,10.12688/f1000research.52435.1
Bridgett,Henry,additional,,10.12688/f1000research.52435.1
Yasir,Yousif Abd Elbagi,first,,10.12688/f1000research.21397.2
Ahmed Bakheet,Abd Alla,additional,,10.12688/f1000research.21397.2
Mohammed Baha Eldin,Saad,additional,,10.12688/f1000research.21397.2
Gemma,Martín,first,,10.12688/f1000research.51900.2
Marta,Bosch,additional,,10.12688/f1000research.51900.2
Elisenda,Coll,additional,,10.12688/f1000research.51900.2
Robert G.,Parton,additional,,10.12688/f1000research.51900.2
Albert,Pol,additional,,10.12688/f1000research.51900.2
Maria,Calvo,additional,,10.12688/f1000research.51900.2
Romdhane,Wiem,first,,10.12688/f1000research.54233.2
Arfa,Sondess,additional,,10.12688/f1000research.54233.2
Chelly,Jihene,additional,,10.12688/f1000research.54233.2
Jomaa,Olfa,additional,,10.12688/f1000research.54233.2
Hammami,Sonia,additional,,10.12688/f1000research.54233.2
Hmida,Karima,additional,,10.12688/f1000research.54233.2
El Arbi,Fatma,additional,,10.12688/f1000research.54233.2
Berriche,Olfa,additional,,10.12688/f1000research.54233.2
Anne Grøndahl,Poulsen,first,,10.12688/f1000research.51684.2
Janni Dahlgaard,Gravesen,additional,,10.12688/f1000research.51684.2
Merete Nørgaard,Madsen,additional,,10.12688/f1000research.51684.2
Lone Ramer,Mikkelsen,additional,,10.12688/f1000research.51684.2
Thomas,Bandholm,additional,,10.12688/f1000research.51684.2
Camilla Blach,Rossen,additional,,10.12688/f1000research.51684.2
Arief Budi,Yulianti,first,,10.12688/f1000research.73777.1
Sony Heru,Sumarsono,additional,,10.12688/f1000research.73777.1
Ahmad,Ridwan,additional,,10.12688/f1000research.73777.1
Ayda T,Yusuf,additional,,10.12688/f1000research.73777.1
Amanda,Blankenship,first,,10.12688/f1000research.52906.1
George,Asimellis,additional,,10.12688/f1000research.52906.1
Bhargavi,Joshi,additional,,10.12688/f1000research.52906.1
Briana,Rodriguez,additional,,10.12688/f1000research.52906.1
Margaret,Wright Sidle,additional,,10.12688/f1000research.52906.1
Solange,Zilli Lo Presti Heinz,first,,10.12688/f1000research.36394.1
Katia,De Angelis,additional,,10.12688/f1000research.36394.1
Glauber,Heinz,additional,,10.12688/f1000research.36394.1
Ariane,Viana,additional,,10.12688/f1000research.36394.1
Fernanda,Marciano Consolim-Colombo,additional,,10.12688/f1000research.36394.1
Agatha,Calegari Bonfadine,additional,,10.12688/f1000research.36394.1
Ruthe,Rodrigues Nemesio,additional,,10.12688/f1000research.36394.1
Claudia,Gabriella Ribolli Bacalhau,additional,,10.12688/f1000research.36394.1
Rafael,Alves de Oliveira,additional,,10.12688/f1000research.36394.1
Cristina,Sayuri Miyamura,additional,,10.12688/f1000research.36394.1
João,Carlos Ferrari Corrêa,additional,,10.12688/f1000research.36394.1
Fernanda,Ishida Corrêa,additional,,10.12688/f1000research.36394.1
Alla Nikolaevna,Semyachkina,first,,10.12688/f1000research.52268.1
Ekaterina Alexandrovna,Nikolaeva,additional,,10.12688/f1000research.52268.1
Nailya Mansurovna,Galeeva,additional,,10.12688/f1000research.52268.1
Alexander Vladimirovich,Polyakov,additional,,10.12688/f1000research.52268.1
Maria Andreevna,Kurnikova,additional,,10.12688/f1000research.52268.1
Vera Аlexandrovna,Belova,additional,,10.12688/f1000research.52268.1
Irina Valerievna,Shulyakova,additional,,10.12688/f1000research.52268.1
Ilya Sergeevich,Dantsev,additional,,10.12688/f1000research.52268.1
Goar Vladimirovna,Dzhivanshiryan,additional,,10.12688/f1000research.52268.1
Luigi,Marongiu,first,,10.12688/f1000research.25738.3
Eric B.,Shain,additional,,10.12688/f1000research.25738.3
Marianna,Martinelli,additional,,10.12688/f1000research.25738.3
Matteo,Pagliari,additional,,10.12688/f1000research.25738.3
Heike,Allgayer,additional,,10.12688/f1000research.25738.3
Putri Lynna Adelinna,Luthan,first,,10.12688/f1000research.51646.1
Nathanael,Sitanggang,additional,,10.12688/f1000research.51646.1
Abdul,Hamid,additional,,10.12688/f1000research.51646.1
Bambang,Hadibroto,additional,,10.12688/f1000research.51646.1
Anna Mae,Scott,first,,10.12688/f1000research.21145.3
Mina,Bakhit,additional,,10.12688/f1000research.21145.3
Justin,Clark,additional,,10.12688/f1000research.21145.3
Melanie,Vermeulen,additional,,10.12688/f1000research.21145.3
Mark,Jones,additional,,10.12688/f1000research.21145.3
David,Looke,additional,,10.12688/f1000research.21145.3
Chris,Del Mar,additional,,10.12688/f1000research.21145.3
Paul,Glasziou,additional,,10.12688/f1000research.21145.3
Thai,Siew Bee,first,,10.12688/f1000research.73402.1
Kuwa,Yan Ying,additional,,10.12688/f1000research.73402.1
Tiago,Lopes,first,,10.12688/f1000research.52783.1
David,Goble,additional,,10.12688/f1000research.52783.1
Benita,Olivier,additional,,10.12688/f1000research.52783.1
Samantha,Kerr,additional,,10.12688/f1000research.52783.1
Mizuho,Imada,first,,10.12688/f1000research.40669.1
Takumi,Tagawa,additional,,10.12688/f1000research.40669.1
Chang-Yun,Moon,additional,,10.12688/f1000research.40669.1
Akio,Nasu,additional,,10.12688/f1000research.40669.1
Yael,Paran,first,,10.12688/f1000research.26254.2
Yuvalal,Liron,additional,,10.12688/f1000research.26254.2
Sarit,Batsir,additional,,10.12688/f1000research.26254.2
Nicola,Mabjeesh,additional,,10.12688/f1000research.26254.2
Benjamin,Geiger,additional,,10.12688/f1000research.26254.2
Zvi,Kam,additional,,10.12688/f1000research.26254.2
Sonia Etenna,LEKANA-DOUKI,first,,10.12688/f1000research.74378.1
Nadine,N'DILIMABAKA,additional,,10.12688/f1000research.74378.1
Elvire,MBONGO-KAMA,additional,,10.12688/f1000research.74378.1
Marisca,KANDET YATTARA,additional,,10.12688/f1000research.74378.1
Armel,MINTSA NDONG,additional,,10.12688/f1000research.74378.1
Audrey Michel,NGONGA DIKONGO,additional,,10.12688/f1000research.74378.1
Julia Cyrielle,ANDEKO,additional,,10.12688/f1000research.74378.1
Ornella,ZONG MINKO,additional,,10.12688/f1000research.74378.1
Danielle Styvie,KOUMBA MAVOUNGOU,additional,,10.12688/f1000research.74378.1
Abdoulaye,DIANE,additional,,10.12688/f1000research.74378.1
Arsene,MABIKA MABIKA,additional,,10.12688/f1000research.74378.1
Telstar,NDONG MEBALEY,additional,,10.12688/f1000research.74378.1
Nal Kennedy,NDJANGANGOYE,additional,,10.12688/f1000research.74378.1
Octavie,BANGA MVE-ELLA,additional,,10.12688/f1000research.74378.1
Linda,BOHOU KOMBILA,additional,,10.12688/f1000research.74378.1
Joa Braithe,MANGOMBI PAMBOU,additional,,10.12688/f1000research.74378.1
Jeordy Dimitri,ENGONE ONDO,additional,,10.12688/f1000research.74378.1
Gael Darren,MAGANGA,additional,,10.12688/f1000research.74378.1
Jean-Bernard,LEKANA-DOUKI,additional,,10.12688/f1000research.74378.1
Pernille,Herold Jeberg,first,,10.12688/f1000research.75010.1
Anne Marije Christina,Overgaard Nielsen,additional,,10.12688/f1000research.75010.1
Merete,Osler,additional,,10.12688/f1000research.75010.1
Marie,Kim Wirum-Andersen,additional,,10.12688/f1000research.75010.1
Ramune,Jacobsen,additional,,10.12688/f1000research.75010.1
Anna Birna,Almarsdóttir,additional,,10.12688/f1000research.75010.1
Kristoffer,Jarlov Jensen,additional,,10.12688/f1000research.75010.1
Janne,Petersen,additional,,10.12688/f1000research.75010.1
Jeel,Moya-Salazar,first,,10.12688/f1000research.52769.1
Richard,Salazar-Hernández,additional,,10.12688/f1000research.52769.1
Victor,Rojas-Zumaran,additional,,10.12688/f1000research.52769.1
Gloria,Cruz-Gonzales,additional,,10.12688/f1000research.52769.1
Hans,Contreras-Pulache,additional,,10.12688/f1000research.52769.1
Emiliano,Finocchi,first,,10.12688/f1000research.27345.3
Yuwayong,Juntarawijit,first,,10.12688/f1000research.27874.3
Uraiwan,Chaichanawirote,additional,,10.12688/f1000research.27874.3
Paphada,Rakmeesri,additional,,10.12688/f1000research.27874.3
Punaphop,Chairattanasakda,additional,,10.12688/f1000research.27874.3
Varintorn,Pumyim,additional,,10.12688/f1000research.27874.3
Chudchawal,Juntarawijit,additional,,10.12688/f1000research.27874.3
Derek,Reiman,first,,10.12688/f1000research.27384.1
Ahmed,Metwally,additional,,10.12688/f1000research.27384.1
Jun,Sun,additional,,10.12688/f1000research.27384.1
Yang,Dai,additional,,10.12688/f1000research.27384.1
Olajumoke,Oludoun,first,,10.12688/f1000research.72865.1
Olukayode,Adebimpe,additional,,10.12688/f1000research.72865.1
James,Ndako,additional,,10.12688/f1000research.72865.1
Michael,Adeniyi,additional,,10.12688/f1000research.72865.1
Oluwakemi,Abiodun,additional,,10.12688/f1000research.72865.1
Babatunde,Gbadamosi,additional,,10.12688/f1000research.72865.1
Dewi,Rokhmah,first,,10.12688/f1000research.25525.2
Khaidar,Ali,additional,,10.12688/f1000research.25525.2
Serius Miliyani Dwi,Putri,additional,,10.12688/f1000research.25525.2
Khoiron,Khoiron,additional,,10.12688/f1000research.25525.2
Tássia,Galvão,first,,10.12688/f1000research.55655.1
Kamilla Assis,Tavares,additional,,10.12688/f1000research.55655.1
Michele,Fernandes,additional,,10.12688/f1000research.55655.1
José Carlos Moreira de,Souza,additional,,10.12688/f1000research.55655.1
Matias,Noll,additional,,10.12688/f1000research.55655.1
Sara,Torabi,first,,10.12688/f1000research.25247.3
Mohammad Ali,Taheri,additional,,10.12688/f1000research.25247.3
Farid,Semsarha,additional,,10.12688/f1000research.25247.3
Benjamin,Mayer,first,,10.12688/f1000research.51868.1
Meike,Schwan,additional,,10.12688/f1000research.51868.1
Kai M.,Thormann,additional,,10.12688/f1000research.51868.1
Peter L.,Graumann,additional,,10.12688/f1000research.51868.1
Solange,Zilli Lo Presti Heinz,first,,10.12688/f1000research.36394.2
Katia,De Angelis,additional,,10.12688/f1000research.36394.2
Glauber,Heinz,additional,,10.12688/f1000research.36394.2
Ariane,Viana,additional,,10.12688/f1000research.36394.2
Fernanda,Marciano Consolim-Colombo,additional,,10.12688/f1000research.36394.2
Agatha,Calegari Bonfadine,additional,,10.12688/f1000research.36394.2
Ruthe,Rodrigues Nemesio,additional,,10.12688/f1000research.36394.2
Claudia,Gabriella Ribolli Bacalhau,additional,,10.12688/f1000research.36394.2
Rafael,Alves de Oliveira,additional,,10.12688/f1000research.36394.2
Cristina,Sayuri Miyamura,additional,,10.12688/f1000research.36394.2
João,Carlos Ferrari Corrêa,additional,,10.12688/f1000research.36394.2
Fernanda,Ishida Corrêa,additional,,10.12688/f1000research.36394.2
Camille,Maltais-Bilodeau,first,,10.12688/f1000research.73094.1
Ewa,Henckel,additional,,10.12688/f1000research.73094.1
Kelly,D. Cobey,additional,,10.12688/f1000research.73094.1
Nadera,Ahmadzai,additional,,10.12688/f1000research.73094.1
Becky,Skidmore,additional,,10.12688/f1000research.73094.1
Emanuela,Ferretti,additional,,10.12688/f1000research.73094.1
Bernard,Thébaud,additional,,10.12688/f1000research.73094.1
Azhan,Fikry,first,,10.12688/f1000research.73067.1
Siow Chun,Lim,additional,,10.12688/f1000research.73067.1
Mohd Zainal Abidin,Ab Kadir,additional,,10.12688/f1000research.73067.1
Ola,Spjuth,first,,10.12688/f1000research.53698.1
Marco,Capuccini,additional,,10.12688/f1000research.53698.1
Matteo,Carone,additional,,10.12688/f1000research.53698.1
Anders,Larsson,additional,,10.12688/f1000research.53698.1
Wesley,Schaal,additional,,10.12688/f1000research.53698.1
Jon Ander,Novella,additional,,10.12688/f1000research.53698.1
Oliver,Stein,additional,,10.12688/f1000research.53698.1
Morgan,Ekmefjord,additional,,10.12688/f1000research.53698.1
Paolo Di,Tommaso,additional,,10.12688/f1000research.53698.1
Evan,Floden,additional,,10.12688/f1000research.53698.1
Cedric,Notredame,additional,,10.12688/f1000research.53698.1
Pablo,Moreno,additional,,10.12688/f1000research.53698.1
Andreas,Hellander,additional,,10.12688/f1000research.53698.1
Payam Emami,Khoonsari,additional,,10.12688/f1000research.53698.1
Stephanie,Herman,additional,,10.12688/f1000research.53698.1
Kim,Kultima,additional,,10.12688/f1000research.53698.1
Samuel,Lampa,additional,,10.12688/f1000research.53698.1
Ivan,Vogel,first,,10.12688/f1000research.53287.1
Lishan,Cai,additional,,10.12688/f1000research.53287.1
Lea,Jerman-Plesec,additional,,10.12688/f1000research.53287.1
Eva R.,Hoffmann,additional,,10.12688/f1000research.53287.1
Leonid,Bystrykh,first,,10.12688/f1000research.53842.1
Razia,Rehmani,first,,10.12688/f1000research.52381.1
Juan,Salazar,additional,,10.12688/f1000research.52381.1
Shorabh,Sharma,additional,,10.12688/f1000research.52381.1
Oscar,Cisneros,additional,,10.12688/f1000research.52381.1
Carlos E.,Arias-Morales,additional,,10.12688/f1000research.52381.1
Md. Sayeed,Al-Zaman,first,,10.12688/f1000research.51210.1
Dustin B.,Miller,first,,10.12688/f1000research.26848.2
Stephen R.,Piccolo,additional,,10.12688/f1000research.26848.2
Saverio,Capodiferro,first,,10.12688/f1000research.26008.2
Angela,Tempesta,additional,,10.12688/f1000research.26008.2
Luisa,Limongelli,additional,,10.12688/f1000research.26008.2
